Now,Wed Sep 17 2025 21:56:32 GMT+0800 (Philippine Standard Time),Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
12,Swissy,jinggouxiao,https://www.tiktok.com/@jinggouxiao,May mga reports po kasi yan na nakarating sa president na complete na yung project. Pero nagkamali pala. Kaya sya nag surprise inspection ngayon at panagutin ang mga nasa likod nito,20-8-2025,588,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fe16bea79488b6f9b7ad8b8fcdda29b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ee2ed653&x-expires=1758200400&x-signature=PyCh64hu2ydCCQpIeysghAEo0TE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
13,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,regieabarca,https://www.tiktok.com/@regieabarca,😂,20-8-2025,21,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a6b569affb3742b9786e57184b93874c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b497a4b&x-expires=1758200400&x-signature=qDDTTDoBPZWueBfvUq0EYSsBhjg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
14,Richie Cunanan,richiecunanan,https://www.tiktok.com/@richiecunanan,dmo need magpaliwanag sa mga makikitid ang utak at ayaw umunawa sa katotohanan na si presidente Marcos lang ang nakagawa Ng ganyan.,20-8-2025,502,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
15,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,yun nga may report yan sa president bakit hindi siya nag padala ng tao para mag inspection kung totoo hindi rason yan mali kasi bakit late mag inspection dapat may tao para mag inspection,20-8-2025,23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
16,Blue cheese,pineapple_ananas17,https://www.tiktok.com/@pineapple_ananas17,Sa brgy ka mag paliwanag,20-8-2025,5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/312f9b633c16cb5a3024235f46799247~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4ff6eb78&x-expires=1758200400&x-signature=tGvBWWFTTEpnsVonNFIc2oRIKmk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
17,chaelmi35,chael284,https://www.tiktok.com/@chael284,😅😅😅e kwento mo sa idol mo😏😏😏,20-8-2025,4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6e6fde1a125d593e5b58e2f865cb472a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8b89f919&x-expires=1758200400&x-signature=p%2FBWllFhk%2F9w4VCaaia7Rvk%2F%2Fbc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
18,aLgAmYa🇵🇭,yabesalex...8,https://www.tiktok.com/@yabesalex...8,mahirap pong paliwanagan ang mga kulto,20-8-2025,30,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8084c5a97ec49c74c641854edf8de4e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b00ba9c8&x-expires=1758200400&x-signature=odlHCCpg%2BqStvIohJpOa25TidEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
19,Kïrin,_jxff.sn,https://www.tiktok.com/@_jxff.sn,kasabwat din kase yung pinadalang tao kaya mismo ang presidente na ang pumunta,20-8-2025,47,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db381767f6161d0303cb522ea339e762~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0268627c&x-expires=1758200400&x-signature=ZW9Y1s%2BCHL5UF99wNXCzdDyHQkk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
20,Kïrin,_jxff.sn,https://www.tiktok.com/@_jxff.sn,please wag kana dumagdag sa mga 8080😐☹️,20-8-2025,23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/db381767f6161d0303cb522ea339e762~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0268627c&x-expires=1758200400&x-signature=ZW9Y1s%2BCHL5UF99wNXCzdDyHQkk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
21,ops,jaysondevenecia8,https://www.tiktok.com/@jaysondevenecia8,"di paba nakarating sayo ang salitang ""under the table""🤣?",20-8-2025,5,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/111e1b7574f5e4157f906581c447b832~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=516508dc&x-expires=1758200400&x-signature=XcSKVWUHnYxR4AvTgA8gWRIlwWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
22,Jocelyn Barcenas Operio,jocelynbarcenasop,https://www.tiktok.com/@jocelynbarcenasop,maraming bayaran na account para siraan si PBBM kaya maraming closed minded comments,20-8-2025,13,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7333705557772173314~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4cd6891f&x-expires=1758200400&x-signature=hZ6w3B4cRC3PSQIuT02jVONDGPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
23,Benji,benji.sc1,https://www.tiktok.com/@benji.sc1,"siya lang talaga makakagawa nyan, yung sobrang dami nyang profession, kinocosplay niya ba si johnny sins?",20-8-2025,6,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dd7e7e8c741bd1540d3c4ae549bce19f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5d6b82cd&x-expires=1758200400&x-signature=9x9PBxGA8w6kL6vKs1%2F0j9R5fOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
24,leah_FRN👩‍⚕️,leah_frn1,https://www.tiktok.com/@leah_frn1,parang ewan Lang ?? kelan Lang binaha ung IBA Kaya late na napansin na walang kwenta ung flood control na kinontrata Ng MGA contractor at nalaman na nagkaroon Ng sabotage SA flood control.,20-8-2025,2,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/916fe32006d7e0a01acec28c4697e3ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d56592f2&x-expires=1758200400&x-signature=1E6Ih5NNXA6gCi0Mvn898YSwBAg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
25,RB,kolokoy378,https://www.tiktok.com/@kolokoy378,"Kapag wala Naman ginawang aksyon ang pang ulo, sa kanya na naman isisisi lahat kapag nagkaroon ulit ng kalamidad.",20-8-2025,1,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/980f95a0bf2d57558be6659a5515130a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a70e8b87&x-expires=1758200400&x-signature=XB4NWsmKfitUgAXDimRz8ZY4eyg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
26,Angelica Pastrana He,angelicapastranahemente0,https://www.tiktok.com/@angelicapastranahemente0,dimo kasi alam na kay du30 pa nagstart din yang flood cotnrol project and once na aprub na kasi budget may biddig na jan ang dpwh at contractor nito.. and the report is completed na which is ng i visit site walang construction.,20-8-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f06fc90ff80a04b986fd97f2e5edb4e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b050385e&x-expires=1758200400&x-signature=ybQXKsxWdL8hW%2BDIZ2QgfqPGnRc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
27,Bini Tine,weldingrodpundido,https://www.tiktok.com/@weldingrodpundido,ha? haha hakdog.,20-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8eaa7fee21db5f9a55e08d5984c0ff59~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=aa64eabe&x-expires=1758200400&x-signature=Vw0qRadVN%2Foa59fKpKlZRqhLszA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
28,Bini Tine,weldingrodpundido,https://www.tiktok.com/@weldingrodpundido,haha siya rin nag buwag ng PACC(Philippine Anti Corruption Commission) bakit niya inalis yon para di siya masilip at mga alipores niya sa tongress,20-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8eaa7fee21db5f9a55e08d5984c0ff59~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=aa64eabe&x-expires=1758200400&x-signature=Vw0qRadVN%2Foa59fKpKlZRqhLszA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
29,ĴĂĆĺ,ehenyeronglaboy,https://www.tiktok.com/@ehenyeronglaboy,"Yes
Tama ka dyan
Hindi pwedeng basta naniniwala ka lng sa report
Dapat talagang ng nagchecheck ang president Kung talaga natapos ang project",20-8-2025,3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d7c5bf0490730c84fbc1035b6dd7ccdf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ee585751&x-expires=1758200400&x-signature=%2F%2B7ksImNHXgSw7J4%2FmvGs0xzFFQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
30,Ryan,ryancataylo12,https://www.tiktok.com/@ryancataylo12,🤣🤣🤣🤣🤣🤣🤣,21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6e3a5ba4a6135a0215dedf3877e649a7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e9f1f843&x-expires=1758200400&x-signature=MaqYvJW80SynPpGMj7ddnY5o%2B5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
31,AJ P,fullmoonyeah,https://www.tiktok.com/@fullmoonyeah,baka meron pero kasabwat ng nga kontraktor yong nag audit,21-8-2025,1,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/ee95c3d125f1cdcd473b1be3d0171be3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=37370c10&x-expires=1758200400&x-signature=lWm3rEdPxYHGsVT%2Bj9BLWUw8c1w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
32,Jo-ana_B,phaitot_nsyrw,https://www.tiktok.com/@phaitot_nsyrw,Tama binibida pa Rin Yung poon nila😅,21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f0ea3f033f5835b14383d85e61121b29~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=61cac980&x-expires=1758200400&x-signature=h7hGiUuoJQBIPZPDJhuv1DQ6BwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
33,🦊 ally,tokyow517,https://www.tiktok.com/@tokyow517,Mismong sangay nga ng gobyerno ang pinapadala para magcheck . Yung nag mark as completed nga part ng government be .,21-8-2025,2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/41ec32fbd3cebeb835143928b6e4e840~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d3a7f4aa&x-expires=1758200400&x-signature=scjnEHc1CwuFOnhzIr9%2Fy6BtARg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
34,💜💜🐱 MAHAL KO 🐱💜💜,mahalko_66,https://www.tiktok.com/@mahalko_66,korek,21-8-2025,1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ca3afce89dea57e03ee62455d0d0d44d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5119c24e&x-expires=1758200400&x-signature=GLyhSbhu3WNnpdBTbVCQnQVuGQw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
35,wen 17,w3n_w3n_17,https://www.tiktok.com/@w3n_w3n_17,"maaring may pinapuntang tao, Kaso Yung mga taong pinagkakatiwalaan Ng pangulo nagsasabwatan nang di Nya alam..",21-8-2025,1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c50bcc22afbe3d89e67404b8b955d6e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=117b1c04&x-expires=1758200400&x-signature=Dr1cPOc52gkadJOGqHtr7NX5iPA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
36,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,ayun lang baka nga hindi natin alam 🤔🤔,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
37,Ney Ney,ney.ney919,https://www.tiktok.com/@ney.ney919,akala kasi nila di malalaman ng pres.. kawawa rin c pres. cya lage nasisisi sa baha,21-8-2025,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4ef5acf5196197d12994d4518ca674b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3a2087e3&x-expires=1758200400&x-signature=rkvaDqhXbxFsS%2BIDODIDF8s7VE8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
38,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,pwede din boss basta kung mag sasabi si president na may pinapadala siya mag inspection maari nga boss,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
39,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,opo sir marami resources na pwede gamitin ang presidente para malaman kung totoo nga po need talaga ng physical evidence,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
40,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,pwede po boss may sabwatan sila ni contactor👍👍,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
41,Zero(C30),lordzero95,https://www.tiktok.com/@lordzero95,reasonable po 👍👍,21-8-2025,0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e322d136290578022e830918b18174a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=02a100a3&x-expires=1758200400&x-signature=efVxkoogCMnxLNnYc%2F%2FN6rKxIXQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,🇵🇭YakapSols❣️💪🏻🚢⚓️🇯🇵,0
42,nisa,primetimer12,https://www.tiktok.com/@primetimer12,isama nyo c mark villar s mga dapat imbestigahan. sya ang secretary ng dpwh. imposibleng walang nalalaman yan.,20-8-2025,9818,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d0c2fa36&x-expires=1758200400&x-signature=8yf7QyhXYr0MvwqFbRoo3l2bPgA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,No,---,9
43,silvery,mellamonairbp,https://www.tiktok.com/@mellamonairbp,grabe din dpwh projects sa area ng mga property ng mga Villar during his time. Bacoor/Las Piñas. Company pa nila contractor. MGS.,20-8-2025,554,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7335838118061375494~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=59c550ed&x-expires=1758200400&x-signature=jnugd3iq8m5l3ybF1v37sU6Q%2BMw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Yes,nisa,0
